sec_12
   1.0000000    0.0000000
   0.9996145    0.0000747
   0.9984587    0.0002986
   0.9965342    0.0006716
   0.9938442    0.0011998
   0.9903926    0.0018827
   0.9861850    0.0027265
   0.9812276    0.0037341
   0.9755283    0.0049081
   0.9690957    0.0062523
   0.9619398    0.0077691
   0.9540716    0.0094592
   0.9455033    0.0112994
   0.9362480    0.0133033
   0.9263201    0.0154509
   0.9157348    0.0177293
   0.9045085    0.0201220
   0.8926585    0.0226066
   0.8802030    0.0251568
   0.8671613    0.0277519
   0.8535534    0.0303595
   0.8394004    0.0329573
   0.8247240    0.0355213
   0.8095470    0.0380338
   0.7938926    0.0404721
   0.7777851    0.0428273
   0.7612493    0.0450918
   0.7443106    0.0472565
   0.7269952    0.0493226
   0.7093299    0.0512823
   0.6913417    0.0531580
   0.6730585    0.0549489
   0.6545085    0.0566567
   0.6357202    0.0582756
   0.6167227    0.0598278
   0.5975452    0.0613113
   0.5782172    0.0627318
   0.5587687    0.0640940
   0.5392295    0.0653932
   0.5196299    0.0666294
   0.5000000    0.0677934
   0.4803701    0.0688818
   0.4607705    0.0698880
   0.4412313    0.0708038
   0.4217828    0.0716173
   0.4024548    0.0723164
   0.3832773    0.0728902
   0.3642798    0.0733161
   0.3454915    0.0735995
   0.3269415    0.0737180
   0.3086583    0.0736674
   0.2906701    0.0734200
   0.2730048    0.0729764
   0.2556894    0.0723197
   0.2387507    0.0714493
   0.2222149    0.0703515
   0.2061074    0.0690284
   0.1904530    0.0674703
   0.1752760    0.0656809
   0.1605996    0.0636614
   0.1464466    0.0614102
   0.1328387    0.0589350
   0.1197970    0.0562444
   0.1073415    0.0533443
   0.0954915    0.0502540
   0.0842652    0.0469839
   0.0736799    0.0435515
   0.0637520    0.0399699
   0.0544967    0.0362699
   0.0459284    0.0324832
   0.0380602    0.0286182
   0.0309043    0.0247390
   0.0244717    0.0208560
   0.0187724    0.0170441
   0.0138150    0.0133611
   0.0096074    0.0098818
   0.0061558    0.0067104
   0.0034658    0.0039842
   0.0015413    0.0018542
   0.0003855    0.0004635
   0.0000000    0.0000000
   0.0003855   -0.0006186
   0.0015413   -0.0020802
   0.0034658   -0.0038961
   0.0061558   -0.0058632
   0.0096074   -0.0078984
   0.0138150   -0.0099540
   0.0187724   -0.0120168
   0.0244717   -0.0140648
   0.0309043   -0.0160825
   0.0380602   -0.0180571
   0.0459284   -0.0199774
   0.0544967   -0.0218316
   0.0637520   -0.0236025
   0.0736799   -0.0253032
   0.0842652   -0.0268996
   0.0954915   -0.0284018
   0.1073415   -0.0297914
   0.1197970   -0.0310566
   0.1328387   -0.0322040
   0.1464466   -0.0332148
   0.1605996   -0.0340878
   0.1752760   -0.0348245
   0.1904530   -0.0354159
   0.2061074   -0.0358510
   0.2222149   -0.0361393
   0.2387507   -0.0362791
   0.2556894   -0.0362694
   0.2730048   -0.0361047
   0.2906701   -0.0357918
   0.3086583   -0.0353324
   0.3269415   -0.0347355
   0.3454915   -0.0340041
   0.3642798   -0.0331447
   0.3832773   -0.0321655
   0.4024548   -0.0310750
   0.4217828   -0.0298833
   0.4412313   -0.0286010
   0.4607705   -0.0272398
   0.4803701   -0.0258058
   0.5000000   -0.0243244
   0.5196299   -0.0227934
   0.5392295   -0.0212513
   0.5587687   -0.0196844
   0.5782172   -0.0181091
   0.5975452   -0.0165549
   0.6167227   -0.0150202
   0.6357202   -0.0135273
   0.6545085   -0.0120858
   0.6730585   -0.0106992
   0.6913417   -0.0093805
   0.7093299   -0.0081375
   0.7269952   -0.0069807
   0.7443106   -0.0059131
   0.7612493   -0.0049384
   0.7777851   -0.0040599
   0.7938926   -0.0032793
   0.8095470   -0.0025953
   0.8247240   -0.0020051
   0.8394004   -0.0015053
   0.8535534   -0.0010920
   0.8671613   -0.0007584
   0.8802030   -0.0004959
   0.8926585   -0.0002962
   0.9045085   -0.0001512
   0.9157348   -0.0000533
   0.9263201    0.0000037
   0.9362480    0.0000302
   0.9455033    0.0000391
   0.9540716    0.0000340
   0.9619398    0.0000193
   0.9690957    0.0000042
   0.9755283   -0.0000105
   0.9812276   -0.0000181
   0.9861850   -0.0000226
   0.9903926   -0.0000223
   0.9938442   -0.0000139
   0.9965342   -0.0000078
   0.9984587   -0.0000035
   0.9996145   -0.0000009
   1.0000000    0.0000000
