sec_14
   1.0000000    0.0000000
   0.9996145    0.0001359
   0.9984587    0.0005421
   0.9965342    0.0012186
   0.9938442    0.0021655
   0.9903926    0.0033448
   0.9861850    0.0047694
   0.9812276    0.0063997
   0.9755283    0.0082277
   0.9690957    0.0102358
   0.9619398    0.0124025
   0.9540716    0.0147079
   0.9455033    0.0171336
   0.9362480    0.0196617
   0.9263201    0.0222625
   0.9157348    0.0249306
   0.9045085    0.0276544
   0.8926585    0.0303977
   0.8802030    0.0331703
   0.8671613    0.0359376
   0.8535534    0.0387054
   0.8394004    0.0414440
   0.8247240    0.0441553
   0.8095470    0.0468278
   0.7938926    0.0494420
   0.7777851    0.0519972
   0.7612493    0.0544860
   0.7443106    0.0569006
   0.7269952    0.0592267
   0.7093299    0.0614617
   0.6913417    0.0636005
   0.6730585    0.0656368
   0.6545085    0.0675633
   0.6357202    0.0693745
   0.6167227    0.0710662
   0.5975452    0.0726335
   0.5782172    0.0740717
   0.5587687    0.0753744
   0.5392295    0.0765412
   0.5196299    0.0775652
   0.5000000    0.0784434
   0.4803701    0.0791725
   0.4607705    0.0797512
   0.4412313    0.0801739
   0.4217828    0.0804370
   0.4024548    0.0805397
   0.3832773    0.0804771
   0.3642798    0.0802488
   0.3454915    0.0798527
   0.3269415    0.0792845
   0.3086583    0.0785477
   0.2906701    0.0776377
   0.2730048    0.0765524
   0.2556894    0.0752904
   0.2387507    0.0738506
   0.2222149    0.0722325
   0.2061074    0.0704385
   0.1904530    0.0684692
   0.1752760    0.0663259
   0.1605996    0.0640100
   0.1464466    0.0615218
   0.1328387    0.0588593
   0.1197970    0.0560446
   0.1073415    0.0530673
   0.0954915    0.0499389
   0.0842652    0.0466676
   0.0736799    0.0432641
   0.0637520    0.0397417
   0.0544967    0.0361175
   0.0459284    0.0324134
   0.0380602    0.0286606
   0.0309043    0.0248952
   0.0244717    0.0211439
   0.0187724    0.0174662
   0.0138150    0.0139552
   0.0096074    0.0106666
   0.0061558    0.0077176
   0.0034658    0.0052221
   0.0015413    0.0032521
   0.0003855    0.0014157
   0.0000000    0.0000000
   0.0003855   -0.0021511
   0.0015413   -0.0037528
   0.0034658   -0.0052901
   0.0061558   -0.0067518
   0.0096074   -0.0081341
   0.0138150   -0.0094415
   0.0187724   -0.0106646
   0.0244717   -0.0118180
   0.0309043   -0.0128843
   0.0380602   -0.0138747
   0.0459284   -0.0147884
   0.0544967   -0.0156263
   0.0637520   -0.0163744
   0.0736799   -0.0170626
   0.0842652   -0.0176835
   0.0954915   -0.0182259
   0.1073415   -0.0186975
   0.1197970   -0.0190996
   0.1328387   -0.0194339
   0.1464466   -0.0197004
   0.1605996   -0.0199009
   0.1752760   -0.0200397
   0.1904530   -0.0201186
   0.2061074   -0.0201397
   0.2222149   -0.0201080
   0.2387507   -0.0200238
   0.2556894   -0.0198884
   0.2730048   -0.0196983
   0.2906701   -0.0194701
   0.3086583   -0.0191945
   0.3269415   -0.0188771
   0.3454915   -0.0185204
   0.3642798   -0.0181286
   0.3832773   -0.0176910
   0.4024548   -0.0172424
   0.4217828   -0.0167538
   0.4412313   -0.0162446
   0.4607705   -0.0157128
   0.4803701   -0.0151554
   0.5000000   -0.0145877
   0.5196299   -0.0139967
   0.5392295   -0.0134052
   0.5587687   -0.0127941
   0.5782172   -0.0121819
   0.5975452   -0.0115583
   0.6167227   -0.0109367
   0.6357202   -0.0103161
   0.6545085   -0.0096985
   0.6730585   -0.0090848
   0.6913417   -0.0084800
   0.7093299   -0.0078820
   0.7269952   -0.0072991
   0.7443106   -0.0067290
   0.7612493   -0.0061730
   0.7777851   -0.0056358
   0.7938926   -0.0051190
   0.8095470   -0.0046242
   0.8247240   -0.0041515
   0.8394004   -0.0037015
   0.8535534   -0.0032762
   0.8671613   -0.0028804
   0.8802030   -0.0025102
   0.8926585   -0.0021653
   0.9045085   -0.0018528
   0.9157348   -0.0015679
   0.9263201   -0.0013068
   0.9362480   -0.0010807
   0.9455033   -0.0008770
   0.9540716   -0.0007011
   0.9619398   -0.0005501
   0.9690957   -0.0004220
   0.9755283   -0.0003154
   0.9812276   -0.0002311
   0.9861850   -0.0001568
   0.9903926   -0.0001074
   0.9938442   -0.0000683
   0.9965342   -0.0000383
   0.9984587   -0.0000170
   0.9996145   -0.0000043
   1.0000000    0.0000000
